,product_name,description,image,price
113,OOHA - 荔枝乳酸味汽水 - 原箱 ,500MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/6006832_1.jpg?1643348106,$188
114,勝獅 - 柚子檸檬味梳打水-原箱 ,330MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/8001893_1.jpg?1657010082,$158
115,美粒果 - 蘋果梳打 ,500MLX3 ,https://image.ztore.com/images/ztore/production/product/368px/6007225_1.jpg?1648113470,$25
116,FEVER TREE - 薑味水 ,200MLX3 ,https://image.ztore.com/images/ztore/production/product/368px/6004493_1.jpg?1605244483,$35
117,樂天 - 檸七-原箱 ,250MLX6X5 ,https://image.ztore.com/images/ztore/production/product/368px/8000370_1.jpg?1625733191,$99
118,玉泉 - +C檸檬梳打 ,500MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/6002912_1.jpg?1592209998,$25
119,屈臣氏 - 礦物質氣泡水 ,320MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/1052242_1.jpg?1649401589,$24.9
120,屈臣氏 - 蘇打水-青檸味 ,420MLX3 ,https://image.ztore.com/images/ztore/production/product/368px/6002917_1.jpg?1592209999,$22.9
121,HATA - 波子汽水-菠蘿味 ,200MLX2 ,https://image.ztore.com/images/ztore/production/product/368px/6003910_1.jpg?1597036439,$21.9
122,賓得寶 - 健怡薑啤 (包裝隨機) ,375MLX3 ,https://image.ztore.com/images/ztore/production/product/368px/6002896_1.jpg?1592391462,$39.9
123,可口可樂 - 期間限定-超級任天堂世界紀念版可口可樂 [款式隨機1枝] ,250ML ,https://image.ztore.com/images/ztore/production/product/368px/1053765_1.jpg?1653473980,$29
124,可口可樂 - 「可口可樂Starlight」無糖汽水 ,300MLX3 ,https://image.ztore.com/images/ztore/production/product/368px/6007235_1.jpg?1648471799,$29
125,可口可樂 - 汽水 ,500MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/6002891_1.jpg?1633951223,$25
126,iF - 有氣椰青水 ,330MLX6 ,https://image.ztore.com/images/ztore/production/product/368px/1047084_1.jpg?1629952426,$52.9
127,OOHA - 荔枝乳酸味汽水(迷你罐) ,200MLX6 ,https://image.ztore.com/images/ztore/production/product/368px/1051134_1.jpg?1655290405,$26
128,雪碧 - 檸檬青檸味汽水 ,2L ,https://image.ztore.com/images/ztore/production/product/368px/1000015_1.jpg?1589197465,$14.9
129,雪碧 - 檸檬青檸味汽水 -原箱 ,500MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/6001474_1.jpg?1589197465,$128
130,美粒果 - 白提梳打 -原箱 ,500MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/6007224_1.jpg?1648113470,$179
131,賓得寶 - 番石榴梳打 ,375MLX3 ,https://image.ztore.com/images/ztore/production/product/368px/6004252_1.jpg?1600417205,$48
132,JOLLY SHANDY樂怡仙地 - 碳酸酒精飲品-檸檬味-原箱 ,330MLX6X4 ,https://image.ztore.com/images/ztore/production/product/368px/6000926_1.jpg?1552641357,$89
133,SENAC - 0%無酒精果味香檳 - 青蘋果味 ,750ML ,https://image.ztore.com/images/ztore/production/product/368px/1046427_1.jpg?1628863251,$78
134,大西洋 - 蘋果西打 ,330MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/6002903_1.jpg?1591962348,$25
135,依維世 - 梳打水 ,330MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/6002913_1.jpg?1592209998,$15.9
136,可口可樂 - 無糖汽水 ,500MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/6002892_1.jpg?1631277807,$25
137,屈臣氏 - X Soda 荔枝馬天尼酒精風味蘇打水 ,265MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/1045432_1.jpg?1623410100,$32.9
138,屈臣氏 - X Soda 椰林飄香酒精風味蘇打水 ,265MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/1045431_1.jpg?1623410099,$32.9
139,屈臣氏 - 沙示汽水飲品-原箱 ,330MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/6000685_1.jpg?1552641354,$89.9
140,屈臣氏 - 混合裝-蘇打水和莫希托味蘇打水-原箱 ,330MLX4X6 ,https://image.ztore.com/images/ztore/production/product/368px/6004348_1.jpg?1602135534,$89.9
141,iF - 有氣椰青水-原箱 ,330MLX6X4 ,https://image.ztore.com/images/ztore/production/product/368px/6006258_1.jpg?1629952426,$161
142,OOHA - 荔枝乳酸味汽水 ,500MLX3 ,https://image.ztore.com/images/ztore/production/product/368px/6006831_1.jpg?1643348106,$29
143,OOHA - 試勻三款口味汽水套裝 ,500MLX3 ,https://image.ztore.com/images/ztore/production/product/368px/6006863_1.jpg?1643348106,$29
144,泰象 - 梳打水 ,325MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/6002901_1.jpg?1591962348,$21.9
145,雪碧 - 無糖青檸味汽水 -原箱 ,500MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/6007355_1.jpg?1651230306,$128
146,美粒果 - 白提梳打 ,500MLX3 ,https://image.ztore.com/images/ztore/production/product/368px/6007223_1.jpg?1648113470,$25
147,C.C. LEMON - 有氣檸檬味飲品-原箱 ,500MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/6001308_1.jpg?1560231043,$189
148,百事 - 百事可樂-原箱 ,330MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/8000495_1.jpg?1638785809,$86.7
149,百事 - 百事可樂-無糖 (新舊包裝隨機發貨) ,330MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/6004672_1.jpg?1649848352,$19.9
150,HATA - 波子汽水-原味 ,200MLX2 ,https://image.ztore.com/images/ztore/production/product/368px/6003908_1.jpg?1597036439,$21.9
151,賓得寶 - 蜜桃梳打 ,375MLX3 ,https://image.ztore.com/images/ztore/production/product/368px/6004253_1.jpg?1600417205,$48
152,FEVER TREE - 湯力水(輕怡) ,200MLX3 ,https://image.ztore.com/images/ztore/production/product/368px/6004494_1.jpg?1605244483,$35
153,VITA 維他 - 氣泡桃橙茶-原箱 ,310MLX6X4 ,https://image.ztore.com/images/ztore/production/product/368px/6007362_1.jpg?1653646295,$100
154,屈臣氏 - 礦物質氣泡水 - 原箱 ,320MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/8001873_1.jpg?1649848352,$142.5
155,屈臣氏 - 蘇打水-青檸味-原箱 ,420MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/6002531_1.jpg?1583927991,$179
156,屈臣氏 - 蘇打水-韓國柚子桂花味 ,420MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/6007303_1.jpg?1651828032,$24.9
157,聖沛黎洛 - 有氣血橙菓汁-原箱 ,330MLX4X6 ,https://image.ztore.com/images/ztore/production/product/368px/6002632_1.jpg?1589197465,$199.6
158,聖沛黎洛 - 有氣橙菓汁-原箱 ,330MLX4X6 ,https://image.ztore.com/images/ztore/production/product/368px/6002631_1.jpg?1589197465,$199.6
159,美粒果 - 試勻2款口味梳打 ,500MLX2 ,https://image.ztore.com/images/ztore/production/product/368px/6007262_1.jpg?1648787699,$20
160,賓得寶 - 青檸梳打 ,375MLX3 ,https://image.ztore.com/images/ztore/production/product/368px/6002910_1.jpg?1592209998,$39.9
161,SENAC - 0%無酒精果味香檳 - 白提子味 ,750ML ,https://image.ztore.com/images/ztore/production/product/368px/1046424_1.jpg?1628863250,$78
162,可口可樂 - 加系-膳食纖維無糖汽水(款式隨機) ,500MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/6002904_1.jpg?1623310556,$28
163,屈臣氏 - X Soda 椰林飄香酒精風味蘇打水-原箱 ,265MLX4X6 ,https://image.ztore.com/images/ztore/production/product/368px/6005879_1.jpg?1623841529,$178
164,屈臣氏 - 蘇打水-青檸味 ,420MLX4X6 ,https://image.ztore.com/images/ztore/production/product/368px/6007097_1.jpg?1646635365,$139
165,OOHA - 荔枝乳酸味汽水(迷你罐) - 原箱 ,200MLX6X4 ,https://image.ztore.com/images/ztore/production/product/368px/6006842_1.jpg?1643345125,$90
166,雪碧 - 檸檬青檸味汽水 ,500MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/6002893_1.jpg?1591962349,$25
167,美粒果 - 蘋果梳打 -原箱 ,500MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/6007226_1.jpg?1648113470,$179
168,HATA - 波子汽水-士多啤梨味 ,200MLX2 ,https://image.ztore.com/images/ztore/production/product/368px/6003912_1.jpg?1597036439,$21.9
169,HATA - 波子汽水-乳酪味 ,200MLX2 ,https://image.ztore.com/images/ztore/production/product/368px/6003915_1.jpg?1597036439,$21.9
170,HATA - 波子汽水-柚子味 ,200MLX2 ,https://image.ztore.com/images/ztore/production/product/368px/6003914_1.jpg?1597036439,$21.9
171,賓得寶 - 沙示梳打 ,375MLX3 ,https://image.ztore.com/images/ztore/production/product/368px/6002897_1.jpg?1592209998,$39.9
172,可口可樂 - 汽水 ,1.25LX2 ,https://image.ztore.com/images/ztore/production/product/368px/6003581_1.jpg?1594813972,$22
173,可口可樂 - 汽水 ,2L ,https://image.ztore.com/images/ztore/production/product/368px/1000253_1.jpg?1633951222,$14.9
174,可口可樂 - 橙味汽水 ,2L ,https://image.ztore.com/images/ztore/production/product/368px/1030049_1.jpg?1585731529,$14.9
175,屈臣氏 - X Soda 荔枝馬天尼酒精風味蘇打水-原箱 ,265MLX4X6 ,https://image.ztore.com/images/ztore/production/product/368px/6005880_1.jpg?1623841528,$178
176,屈臣氏 - 礦物質氣泡水 - 原箱 ,320MLX4X6 ,https://image.ztore.com/images/ztore/production/product/368px/6007201_1.jpg?1649401590,$142.5
177,屈臣氏 - 混合裝-蘇打水和莫希托味蘇打水 ,330MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/1040736_1.jpg?1602043792,$17.9
178,屈臣氏 - 哥喇汽水-原箱 ,330MLX4X6 ,https://image.ztore.com/images/ztore/production/product/368px/6005964_1.jpg?1628064125,$89
179,屈臣氏 - 蘇打水-青檸味 ,420ML ,https://image.ztore.com/images/ztore/production/product/368px/1036264_1.jpg?1582900933,$10.9
180,屈臣氏 - 蘇打水-韓國柚子桂花味 -原箱 ,420MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/6007304_1.jpg?1649848352,$139
181,屈臣氏 - 蘇打水-沖繩酸橘子味 ,420MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/1044151_1.jpg?1616493220,$25
182,屈臣氏 - 蘇打水-沖繩酸橘子味-原箱 ,420MLX4X6 ,https://image.ztore.com/images/ztore/production/product/368px/6005434_1.jpg?1617783640,$139
183,勝獅 - 檸檬味梳打水-原箱 ,330MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/8001647_1.jpg?1609826277,$158
184,楊協成 - 梳打水 ,325MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/6002906_1.jpg?1616761152,$21.9
185,雪碧 - 檸檬青檸味汽水 ,1.25LX2 ,https://image.ztore.com/images/ztore/production/product/368px/6003580_1.jpg?1594813972,$22
186,雪碧 - 無糖青檸味汽水 ,500MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/6007354_1.jpg?1651230307,$25
187,新奇士 - 咸檸檬果凍汽水-原箱 ,300MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/8001896_1.jpg?1656410871,$108.5
188,大西洋 - 蘋果西打 - 原箱 ,300MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/6000438_1.jpg?1553157620,$139
189,JAMES SQUIRE - 薑汁啤酒 ,330ML ,https://image.ztore.com/images/ztore/production/product/368px/1048926_1.jpg?1636619482,$18.9
190,依維世 - 梳打水 -原箱 ,330MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/6001511_1.jpg?1563278260,$117.6
191,綠茶園 - 西瓜薄荷蘇打水 ,12GX14 ,https://image.ztore.com/images/ztore/production/product/368px/1046774_1.jpg?1631277812,$36.4
192,HARTRIDGES - 湯力水-西柚味 ,200ML ,https://image.ztore.com/images/ztore/production/product/368px/1046990_1.jpg?1630507567,$15
193,HARTRIDGES - 湯力水-經典 ,200ML ,https://image.ztore.com/images/ztore/production/product/368px/1046992_1.jpg?1630507568,$15
194,HARTRIDGES - 湯力水-輕怡 ,200ML ,https://image.ztore.com/images/ztore/production/product/368px/1046993_1.jpg?1630507568,$15
195,LOGON - 膳食氣泡飲-檸檬味 ,70G ,https://image.ztore.com/images/ztore/production/product/368px/1047091_1.jpg?1631780173,$35
196,Le Tribute - 薑味啤酒 ,200ML ,https://image.ztore.com/images/ztore/production/product/368px/1052084_1.jpg?1646977170,$28
197,SUMMER HOUSE - 蘇格蘭天然傳統紅桑子檸檬汽水 ,250ML ,https://image.ztore.com/images/ztore/production/product/368px/1046120_1.jpg?1627639254,$28
198,SUMMER HOUSE - 蘇格蘭天然傳統香橙檸檬汽水 ,250ML ,https://image.ztore.com/images/ztore/production/product/368px/1046122_1.jpg?1627639255,$28
199,SUMMER HOUSE - 蘇格蘭天然傳統薄荷檸檬汽水 ,250ML ,https://image.ztore.com/images/ztore/production/product/368px/1046119_1.jpg?1627639255,$28
200,楊協成 - 梳打水-原箱 ,325MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/6001311_1.jpg?1616761152,$60
201,新奇士 - 咸檸檬果凍汽水 ,300MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/1040445_1.jpg?1601457603,$25
202,元氣森林 - 氣泡水-白桃味 ,480MLX3 ,https://image.ztore.com/images/ztore/production/product/368px/6006287_1.jpg?1631780193,$30
203,屈臣氏 - 白檸汽水 ,330MLX4 ,https://image.ztore.com/images/ztore/production/product/368px/1045828_1.jpg?1625650659,$19.9
204,可口可樂 - 加系膳食纖維無糖汽水 迷你罐 ,200MLX6 ,https://image.ztore.com/images/ztore/production/product/368px/1051788_1.jpg?1646897589,$26
205,可口可樂 - 加系膳食纖維無糖汽水 迷你罐 - 原箱 ,200MLX6X4 ,https://image.ztore.com/images/ztore/production/product/368px/6007032_1.jpg?1653058087,$85
206,屈臣氏 - 青檸味蘇打水-原箱 ,330MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/8001539_1.jpg?1587980225,$89.9
207,屈臣氏 - 白檸汽水-原箱 ,330MLX4X6 ,https://image.ztore.com/images/ztore/production/product/368px/6005965_1.jpg?1628064125,$89
208,屈臣氏 - 蘇打水-青森紅蘋果味 ,420ML ,https://image.ztore.com/images/ztore/production/product/368px/1047935_1.jpg?1632890564,$15.9
209,屈臣氏 - 蘇打水-青森紅蘋果味-原箱 ,420MLX24 ,https://image.ztore.com/images/ztore/production/product/368px/6006382_1.jpg?1632890564,$139
210,屈臣氏 - 蘇打水-荔枝味 ,420MLX3 ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",$22.9
211,屈臣氏 - 蘇打水-乳酸味 ,420MLX4 ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",$25
212,屈臣氏 - 蘇打水-青森紅蘋果味 ,420MLX4 ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",$24.9
213,屈臣氏 - 蘇打水-乳酸味 ,420MLX4X6 ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",$139
214,OOHA - 柚子海鹽味汽水(迷你罐) ,200MLX6 ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",$39
215,ASAHI朝日 - CALPIS乳酸梳打水-原箱 ,350MLX24 ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",$145
216,ASAHI朝日 - CALPIS乳酸梳打水 ,350MLX3 ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",$20
217,新奇士 - 咸檸檬果凍汽水-原箱 ,300MLX4X6 ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",$155.9
218,HATA - 波子汽水-原箱 ,200MLX30 ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",$265
219,元氣森林 - 氣泡水-卡曼橘味 ,480MLX3 ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",$30
220,元氣森林 - 氣泡水-乳酸菌味 ,480MLX3 ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",$30
221,FEVER TREE - 薑啤 ,200MLX3 ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",$35
222,Le Tribute - 薑味汽水 ,200ML ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",$28
223,可爾必思 - 吸吸乳酸菌飲料 ,300G ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",$10.5
