,name,price,photo
0,屈臣氏蒸餾水 - 家居水機 - Wats-Touch Mini 溫熱水機 (紅) + 8公升樽裝蒸餾水 x 48樽(電子水券) EA034081R24I,"HK$4,108.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/a/ea034081r24i_1.jpg
1,屈臣氏蒸餾水 - 家居水機 - Wats-Touch Mini 即熱式溫熱水機 (古銅金) + 8公升樽裝蒸餾水 x 12樽 (2樽x6箱) (電子水券) EA035051G6I,"HK$4,108.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/a/ea035051g6i_2.jpg
2,屈臣氏蒸餾水 - 家居水機 - Wats-Touch Mini 溫熱水機 (白) + 8公升樽裝蒸餾水 x 48樽(電子水券) EA034071W24I,"HK$4,108.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/a/ea034071w24i_1.jpg
3,屈臣氏蒸餾水 - HC99L-UFD上流式冷熱水機 (白) +18公升商用裝蒸餾水(電子水券) EA034391W90R,"HK$15,310.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/a/ea034391w90r_3.jpg
4,屈臣氏蒸餾水 - HC99L-UFD上流式冷熱水機 (亮麗黑) +18公升商用裝蒸餾水(電子水券) EA034411B90R,"HK$15,310.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/a/ea034411b90r_2.jpg
5,[原箱] 7UP - 7UP (24件) PSUSUCZ,HK$6.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/-/e-psusucz.jpg
6,[原箱] PEPSI - 百事可樂 (24件) PPSCOCZ,HK$5.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/-/e-ppscocz.jpg
7,南北行 - 黑杞子玫瑰花茶 260705,HK$60.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/2/6/260705_1.jpg
8,全農 - 日本青森縣 黃蘋果汁 1升 (1支 / 2支 / 6支) (平行進口貨品) APPLE_JUICE_ALL,HK$50.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/a/p/apple_juice_all.jpg
9,麒麟午後之紅茶-檸檬茶 1.5L (一枝/四枝/八枝) AFTNON_LTEA1_5_ALL,HK$19.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4909411086312.jpg
10,全農 - 日本青森縣 富士蘋果汁 1升 (1支 / 2支 / 6支) (平行進口貨品) FUJI_APPLE_ALL,HK$50.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/f/u/fuji_apple_all.jpg
11,SUNTORY SESAME BARLEY TEA 1050ML (Parallel Import)  4901777314979,HK$49.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4901777314979.jpg
12,MITSUKAN - MITSUKAN APPLE VINEGAR HONEY APPLE STRAIGHT 1000ML (1 BOTTLE) (PARALLEL IMPORT) 4902106799740,HK$44.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4902106799740.jpg
13,(電子換領券) 健康工房 - 海底椰川貝杏仁茶 HW-13835,HK$32.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/h/w/hw-13835.jpg
14,MITSUKAN - MIZKAN ZAKURO KUROZU DIET 1000ML (1 BOTTLE) (PARALLEL IMPORT) 4902106799689,HK$44.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4902106799689.jpg
15,MITSUKAN - MIZKAN BLUEBERRY FRUIT VINEGAR DRINK 1000ML (1 BOTTLE) (PARALLEL IMPORT) 4902106799665,HK$44.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4902106799665.jpg
16,MITSUKAN - MIZKAN YOGURT BLACK VINEGAR STRAIGHT 1000ML (1 BOTTLE) (PARALLEL IMPORT) 4902106798767,HK$44.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4902106798767.jpg
17,(電子換領券) 健康工房 - 椰汁海底椰川貝雪耳露 HW-12859,HK$32.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/h/w/hw-12859.jpg
18,情熱價格 烏龍茶 2升 (1支 / 6支 / 24支) (平行進口貨品) JK_OLONGTEA_ALL,HK$19.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/5/4562223891309.jpg
19,可果美提子混合汁 720毫升 (1支 / 3支 / 15支) (平行進口貨品) KAG_GRAMIXJUICE_ALL,HK$19.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4901306015933.jpg
20,(電子換領券) 健康工房 - 蜜棗貝杏雪梨茶 HW-12783,HK$32.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/h/w/hw-12783.jpg
21,(電子換領券) 健康工房 - 馬蹄鮮茅根竹蔗水 HW-12256,HK$32.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/h/w/hw-12256.jpg
22,SUNTORY TOKUHO KURO OOLONG CHA 1050ML (1 Bottle) (Parallel Import) 4901777314641,HK$54.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4901777314641.jpg
23,(電子換領券) 健康工房 - 花旗參石斛麥冬茶 HW-12833,HK$32.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/h/w/hw-12833.jpg
24,JN BROWN RICE TEA- TB 200G (1PACK) (PARALLEL IMPORT) 4977578407820,HK$40.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4977578407820.jpg
25,ORONAMIN C DRINK 120ML X6Bottles (2Packs) (Parallel Import) 8871002029823,HK$99.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/8/8/8871002029823_1.jpg
26,雀巢咖啡 無咖啡因即溶咖啡 80克 (1件)(平行進口貨品),HK$100.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4902201412346.jpg
27,JONETSU KAKAKU - GREEN TEA 50 PCS 200G (Parallel Import) 4904016508108,HK$30.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4904016508108.jpg
28,可果美芒果混合汁 720毫升 (1支 / 3支 / 15支) (平行進口貨品) KAG_MAGMIXJUICE_ALL,HK$19.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4901306017098.jpg
29,JN CAFFEIN-FREE JP HERB TEA 256g (1Pack) (Parallel Import) 4528284011544,HK$34.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/5/4528284011544.jpg
30,JONETZ - BARLEY TEA BAG 416g (Parallel Import) 4977578410011,HK$25.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4977578410011.jpg
31,(電子換領券) 健康工房 - 野生黑枸杞桑椹汁 HW-13304,HK$32.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/h/w/hw-13304.jpg
32,EHIME-KEN ORANGE JUICE 1L (1BOTTLE / 3 BOTTLES / 6 BOTTLES) (PARALLEL IMPORT) EHI_ORANGE_ALL,HK$69.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4908729107436.jpg
33,(電子換領券) 健康工房 - 蕎麥核桃露 HW-12885,HK$32.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/h/w/hw-12885.jpg
34,(電子換領券) 健康工房 - 金銀花杞子菊花茶 HW-12831,HK$28.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/h/w/hw-12831.jpg
35,富士山天然礦泉水 500毫升 (6支 / 24支) (平行進口貨品) NAUWATER_FUJI_ALL,HK$7.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/8/8/8871006721081.jpg
36,情熱價格 錫蘭茶 (平行進口貨品) 4549387584919,HK$34.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/5/4549387584919.jpg
37,(電子換領券) 健康工房 - 鮮百香果川貝枇杷露 HW-13013,HK$34.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/h/w/hw-13013.jpg
38,AGF CAFETERIA STICK 7 PEACH PEACH TEA 45.5g (1Pack) (Parallel Import) 4901111377905,HK$24.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4901111377905.jpg
39,麒麟午後之紅茶-奶茶 500ML (一枝/六枝/廿四枝) KAFTNON_MTEA500_ALL,HK$12.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/k/a/kaftnon_mtea500_all.jpg
40,(電子換領券) 健康工房 - 黃金果羅漢茶 HW-13313,HK$28.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/h/w/hw-13313.jpg
41,屈臣氏蒸餾水 - HC99L-UFD上流式冷熱水機 (白) +18公升商用裝蒸餾水(電子水券) EA034391W90R,"HK$18,499.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/a/ea034391w90r.jpg
42,(電子換領券) 健康工房 - 生態高原鮮薑汁 HW-4496,HK$98.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/h/w/hw-4496.jpg
43,屈臣氏蒸餾水 - Wats-Touch冷熱水機 (白) +12公升家庭裝蒸餾水(電子水券) EA034041W40J,"HK$5,299.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/a/ea034041w40j.jpg
44,Watsons Water - Wats-MiniS Hot & Chilled Dispenser (Black) + 8L bottled water x 4 bottles(e-Water Coupon)​ EA034031B2I,"HK$1,799.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/a/ea034051b2i.jpg
45,(電子換領券) CheckCheckCin - 濕重 CCC-beautytea006,HK$79.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/c/c/ccc-beautytea006.jpg
46,(電子換領券) 健康工房 - 綿茵陳雞骨草茶 HW-12832,HK$28.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/h/w/hw-12832.jpg
47,AWAKENING - 有機玫瑰花茶包 TE0551,HK$26.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/t/e/te0551_1.jpg
48,屈臣氏蒸餾水 - Wats-MiniS 座檯式溫熱水機 (白) +12公升家庭裝蒸餾水(電子水券) EA034091W6J,"HK$1,399.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/a/ea034091w6j.jpg
49,Beanie - 100% Freeze Dried Australian Blueberry Powder (All-natural 14 sachets) BEBG001,HK$168.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/b/e/bebg001.jpg
50,一番營養 - 蘋果醋 BV0561,HK$79.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/b/v/bv0561_1.jpg
51,屈臣氏蒸餾水 - B-22座枱式迷你即熱式溫熱水機 +8公升樽裝蒸餾水(電子水券) EA035001I20,"HK$4,099.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/a/ea035001i20.jpg
52,麒麟午後之紅茶-奶茶 1.5L (一枝/四枝/八枝) AFTNON_MTEA1_5_ALL,HK$19.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4909411086299.jpg
53,Puro - 100% 有機純紅石榴汁 BL1580,HK$26.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/b/l/bl1580_1.jpg
54,(電子換領券) 健康工房 - 羅漢果夏枯草茶 HW-12778,HK$28.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/h/w/hw-12778.jpg
55,(原箱) Summer House - 天然有氣檸檬水 250ml (12支) (5 款口味) sh-1021_All_12,HK$450.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/s/h/sh-1021_all_12.jpg
56,一番營養 - 黑豆茶 TE0651,HK$75.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/t/e/te0651_1.jpg
57,屈臣氏蒸餾水 - Crystal Pro AG2家用濾水器 EZ090431,"HK$1,399.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/z/ez090431.jpg
58,屈臣氏蒸餾水 - Wats-Touch Mini 溫熱水機 (紅) +12公升家庭裝蒸餾水(電子水券) EA034081R40J,"HK$5,499.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/a/ea034081r40j.jpg
59,屈臣氏蒸餾水 - B-22座枱式迷你即熱式溫熱水機 +8公升樽裝蒸餾水(電子水券) EA035001I20,"HK$4,099.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/m/o/moov_watsons.jpeg
60,Puro - 100% 有機純小紅莓汁 BL1471,HK$79.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/b/l/bl1471_1.jpg
61,Puro - 100% 有機純黑桑莓汁 BL1450,HK$26.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/b/l/bl1450_1.jpg
62,大漢酵素 - 糙米蔬果植物醱酵液 FU0481,HK$468.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/f/u/fu0481_1.jpg
63,Summer House - 天然有氣檸檬水 250ml x 2  (5 款口味) sh-1014_All,HK$75.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/s/h/sh-1014_all.jpg
64,Acqua Morelli Premium Mineral Water; Sparkling 750ml (Glass Bottle),HK$38.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/n/e/new_10217791.jpg
65,屈臣氏蒸餾水 - 家居水機 - Wats-Touch冷熱水機 (白) + 8公升樽裝蒸餾水 x 48樽(電子水券) EA034041W24I,"HK$5,299.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/a/ea034041w24i_1.jpg
66,綠盈坊 - 牛蒡茶片裝(小) FU0010,HK$45.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/f/u/fu0010_1.jpg
67,Watsons Water - CRYSTAL PRO AG2 FILTER REPLACEMENT CART EZ090441,HK$649.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/1/1/111.jpg
68,大漢酵素 - 綜合酵素液 FU0491,HK$558.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/f/u/fu0491_1.jpg
69,屈臣氏蒸餾水 - 家居水機 - Wats-MiniS 座檯式溫熱水機 (白) + 8公升樽裝蒸餾水 x 4樽(電子水券) EA034091W2I,"HK$1,299.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/a/ea034091w2i.jpg
70,Walter Gregor's - 天然湯力水200ml x 2 (5 款口味) wg-101_All,HK$67.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/w/g/wg-101_all.jpg
71,(電子換領券) CheckCheckCin - 火龍果玫瑰茶 (紙包裝原箱12包) CCC-paperpack001,HK$180.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/c/c/ccc-paperpack001.jpg
72,Puro - 100% 有機純紅石榴汁 BL1581,HK$69.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/b/l/bl1581_1.jpg
73,Hayes - Multi-grain Oat Milk GP1761,HK$208.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/g/p/gp1761_1.jpg
74,一番營養 - 桑椹醋 BV0581,HK$79.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/b/v/bv0581_1.jpg
75,LIPTON APPLE TEA BAG 12P 24g (1Pack) (Parallel Import) D4902203520346,HK$34.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/d/4/d4902203520346.jpg
76,King Kung - Lotus Root Almond Tea GP0721,HK$72.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/g/p/gp0721_1.jpg
77,(電子換領券) 健康工房 - 有機檸檬花蜜 HW-9703,HK$78.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/h/w/hw-9703.jpg
78,(電子換領券) 健康工房 - 清肝解毒土茯苓茶 HW-13299,HK$30.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/h/w/hw-13299.jpg
79,O'Farm - Black Sesame Powder GP0082,HK$94.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/g/p/gp0082_1.jpg
80,O'Farm - 10 Grains Powder GP1061,HK$70.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/g/p/gp1061_1.jpg
81,Stonemill - Original Brown Sugar KS1231,HK$45.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/k/s/ks1231_1.jpg
82,Puro - 100% 有機純小紅莓汁 BL1470,HK$29.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/b/l/bl1470_1.jpg
83,Puro - 100% 有機純野生藍莓汁 BL1481,HK$79.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/b/l/bl1481_1.jpg
84,大漢酵素 - 102樟芝酵素(靈芝加強版) FU0691,HK$652.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/f/u/fu0691_1.jpg
85,Puro - 100% 有機純蘋果汁 BL1821,HK$69.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/b/l/bl1821_1.jpg
86,屈臣氏蒸餾水 - 家居水機 - Wats-Touch冷熱水機 (白) + 8公升樽裝蒸餾水 x 48樽(電子水券) EA034041W24I,"HK$5,299.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/a/ea034041w24i.jpg
87,屈臣氏蒸餾水 - 家居水機 - Wats-Touch冷熱水機 (紅) + 8公升樽裝蒸餾水 x 48樽(電子水券) EA034061R24I,"HK$5,499.0",https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/e/a/ea034061r24i.jpg
88,Baileys - 原味咖啡 Coffee + MOCHA風味 咖啡 Coffee ( Nespresso Compatible ) Baileys012,HK$108.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/b/a/baileys012.jpg
89,orange-garden-inc.jp - 愛媛 純正蜜柑汁 (780毫升) (1 支) (平行進口貨品) 4589976670012,HK$194.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/5/4589976670012.jpg
90,AGF BLENDY POTION COFFEE CARAMEL AU LAIT BASE 8P   144g (1Pack) (Parallel Import) 4901111738706,HK$24.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4901111738706.jpg
91,AGF BLENDY POTION COCOA 7P   147g (1Pack) (Parallel Import) 4901111606388,HK$24.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4901111606388.jpg
92,AGF BLENDY POTION COFFEE SWEETNESS 8P   144g (1Pack) (Parallel Import) 4901111811423,HK$24.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4901111811423.jpg
93,AGF BLENDY POTION COFFEE SUGAR-FREE 8P   144g (1Pack) (Parallel Import) 4901111576551,HK$24.9,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/4/9/4901111576551.jpg
94,Lohilo - 彩虹獨角獸膠原蛋白能量飲品 PW-20210009,HK$30.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/p/w/pw-20210009.jpg
95,Lohilo - 接骨木花檸檬膠原蛋白能量飲品 PW-20210010,HK$30.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/p/w/pw-20210010.jpg
96,Lohilo - 蜜桃檸檬BCAA能量飲品 PW-20210011,HK$30.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/p/w/pw-20210011.jpg
97,Lohilo - 峇里沙灘BCAA能量飲品 PW-20210013,HK$30.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/p/w/pw-20210013.jpg
98,Lohilo - 士多啤梨膠原蛋白能量飲品 PW-20210014,HK$30.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/p/w/pw-20210014.jpg
99,Lohilo - 天堂奇異果膠原蛋白能量飲品 PW-20210015,HK$30.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/p/w/pw-20210015.jpg
100,Lohilo - 粉紅沙灘BCAA能量飲品 PW-20210016,HK$30.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/p/w/pw-20210016.jpg
101,Lohilo - Glow 2022 青蘋果膠原蛋白能量飲品 PW-20210027,HK$30.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/p/w/pw-20210027.jpg
102,【原箱】Lohilo - 瑞典彩虹獨角獸膠原蛋白能量飲品 330ml x 24罐 20210001,HK$715.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/2/0/20210001.jpg
103,【原箱】Lohilo - 瑞典接骨木花檸檬膠原蛋白能量飲品 330ml x 24罐 20210002,HK$715.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/2/0/20210002.jpg
104,【原箱】Lohilo - 瑞典蜜桃檸檬BCAA能量飲品 330ml x 24罐 20210003,HK$715.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/2/0/20210003.jpg
105,【原箱】Lohilo - 瑞典峇里沙灘BCAA能量飲品 330ml x 24罐 20210005,HK$715.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/2/0/20210005.jpg
106,【原箱】Lohilo - 瑞典士多啤梨膠原蛋白能量飲品 330ml x 24罐 20210006,HK$715.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/2/0/20210006.jpg
107,【原箱】Lohilo - 瑞典天堂奇異果膠原蛋白能量飲品 330ml x 24罐 20210007,HK$715.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/2/0/20210007.jpg
108,【原箱】Lohilo - 瑞典粉紅沙灘BCAA能量飲品 330ml x 24罐 20210008,HK$715.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/2/0/20210008.jpg
109,【原箱】Lohilo - 瑞典 Glow 2022 青蘋果膠原蛋白能量飲品 330ml x 24罐 38880001,HK$715.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/3/8/38880001.jpg
110,【禮盒】4罐裝瑞典Lohilo膠原蛋白及BCAA能量飲品 (Bali Beach,HK$100.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/3/8/38880000.jpg
111,CJ - [20 Bottles] CJ - HANPPURI RED GINSENG WATER (340ml x 20 Bottles) RedGinseng_Water_20,HK$316.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/r/e/redginseng_water_20.jpg
112,CJ - HASUNJUNG FISH SAUCE (ANCHOVY) (400g) Sauce_Anchovy,HK$36.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/s/a/sauce_anchovy.jpg
113,CJ - BALANCE MEAL NUTS (50g) Meal_Nuts,HK$45.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/m/e/meal_nuts.jpg
114,CJ - BALANCE MEAL SWEET POTATO (50g) Meal_Sweet_Potato,HK$45.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/m/e/meal_sweet_potato.jpg
115,CJ - Petitzel Micho Strawberry Jasmine Drinking Vinegar (900ml) StrawberryVinegar,HK$110.0,https://shop.theclub.com.hk/media/catalog/product/cache/328772890ce7c3d4dd74ab840a380f82/s/t/strawberryvinegar.jpg
